EAR,MAR,TIME
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2618175013544509,1.0666666666666667,17:38:44.933372
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2618175013544509,1.0666666666666667,17:38:44.933372
0.23864905467693284,1.502219758558194,17:38:45.207385
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2618175013544509,1.0666666666666667,17:38:44.933372
0.23864905467693284,1.502219758558194,17:38:45.207385
0.25110015972601385,1.5718578346159497,17:38:55.108125
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2618175013544509,1.0666666666666667,17:38:44.933372
0.23864905467693284,1.502219758558194,17:38:45.207385
0.25110015972601385,1.5718578346159497,17:38:55.108125
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2618175013544509,1.0666666666666667,17:38:44.933372
0.23864905467693284,1.502219758558194,17:38:45.207385
0.25110015972601385,1.5718578346159497,17:38:55.108125
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2618175013544509,1.0666666666666667,17:38:44.933372
0.23864905467693284,1.502219758558194,17:38:45.207385
0.25110015972601385,1.5718578346159497,17:38:55.108125
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2618175013544509,1.0666666666666667,17:38:44.933372
0.23864905467693284,1.502219758558194,17:38:45.207385
0.25110015972601385,1.5718578346159497,17:38:55.108125
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
0.2618175013544509,1.0666666666666667,17:38:44.933372
0.23864905467693284,1.502219758558194,17:38:45.207385
0.25110015972601385,1.5718578346159497,17:38:55.108125
0.2920096697474873,0.704737854124365,17:38:31.648938
0.2815380249535878,1.6010406513960465,17:38:33.662760
0.2691374780495378,1.2346134936801767,17:38:44.477351
0.2501909613166357,1.0016625207040297,17:38:44.683362
